T22,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
462,Maldives,2015,Balance imports/exports (millions of US dollars),G,,"-1,753","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2019,Balance imports/exports (millions of US dollars),G,,"-2,729","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2020,Balance imports/exports (millions of US dollars),G,,"-1,675","Estimate.;As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
462,Maldives,2021,Balance imports/exports (millions of US dollars),G,,"-2,422","As of 2011, trade in services data reflect the improvement of the coverage of balance of payments statistics that was impremented in September 2012.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,1995,Imports CIF (millions of US dollars),S,,774,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2005,Imports CIF (millions of US dollars),S,,"1,544",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Imports CIF (millions of US dollars),S,,"4,704",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Imports CIF (millions of US dollars),S,,"3,169",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2019,Imports CIF (millions of US dollars),S,,"5,049",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2020,Imports CIF (millions of US dollars),S,,"5,820",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Imports CIF (millions of US dollars),S,,"6,535",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,1995,Exports FOB (millions of US dollars),S,,443,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2005,Exports FOB (millions of US dollars),S,,"1,075",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Exports FOB (millions of US dollars),S,,"1,996",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Exports FOB (millions of US dollars),S,,"2,530",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2019,Exports FOB (millions of US dollars),S,,"3,643",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2020,Exports FOB (millions of US dollars),S,,"4,147",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Exports FOB (millions of US dollars),S,,"4,141",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,1995,Balance imports/exports (millions of US dollars),S,,-331,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2005,Balance imports/exports (millions of US dollars),S,,-468,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2010,Balance imports/exports (millions of US dollars),S,,"-2,707",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2015,Balance imports/exports (millions of US dollars),S,,-639,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2019,Balance imports/exports (millions of US dollars),S,,"-1,405",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2020,Balance imports/exports (millions of US dollars),S,,"-1,673",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
466,Mali,2021,Balance imports/exports (millions of US dollars),S,,"-2,394",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,1995,Imports CIF (millions of US dollars),G,,"2,942",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2005,Imports CIF (millions of US dollars),G,,"3,865",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Imports CIF (millions of US dollars),G,,"5,732",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Imports CIF (millions of US dollars),G,,"6,788",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2019,Imports CIF (millions of US dollars),G,,"8,211",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2020,Imports CIF (millions of US dollars),G,,"5,237",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Imports CIF (millions of US dollars),G,,"6,905",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,1995,Exports FOB (millions of US dollars),G,,"1,913",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2005,Exports FOB (millions of US dollars),G,,"2,431",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Exports FOB (millions of US dollars),G,,"3,717",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Exports FOB (millions of US dollars),G,,"3,915",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2019,Exports FOB (millions of US dollars),G,,"4,143",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2020,Exports FOB (millions of US dollars),G,,"2,675",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Exports FOB (millions of US dollars),G,,"3,111",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,1995,Balance imports/exports (millions of US dollars),G,,"-1,029",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2005,Balance imports/exports (millions of US dollars),G,,"-1,435",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2010,Balance imports/exports (millions of US dollars),G,,"-2,015",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2015,Balance imports/exports (millions of US dollars),G,,"-2,873",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2019,Balance imports/exports (millions of US dollars),G,,"-4,068",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2020,Balance imports/exports (millions of US dollars),G,,"-2,562",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
470,Malta,2021,Balance imports/exports (millions of US dollars),G,,"-3,794",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,1995,Imports CIF (millions of US dollars),G,,75,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2005,Imports CIF (millions of US dollars),G,,68,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Imports CIF (millions of US dollars),G,,76,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2015,Imports CIF (millions of US dollars),G,,84,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2019,Imports CIF (millions of US dollars),G,,"12,340",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2020,Imports CIF (millions of US dollars),G,,"13,565",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2021,Imports CIF (millions of US dollars),G,,"14,571",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,1995,Exports FOB (millions of US dollars),G,,23,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2005,Exports FOB (millions of US dollars),G,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
584,Marshall Islands,2010,Exports FOB (millions of US dollars),G,,17,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed July 2022."
