total_imports_exports_and_balance_trade,year,trade_type,value_million_usd,country_code
Polynesia,2019-01-01,exports,610,PYF
Polynesia,2020-01-01,exports,432,PYF
Polynesia,2021-01-01,exports,532,PYF
Polynesia,1995-01-01,balance_import_export,-887,PYF
Polynesia,2005-01-01,balance_import_export,-1893,PYF
Polynesia,2010-01-01,balance_import_export,-2095,PYF
Polynesia,2015-01-01,balance_import_export,-2058,PYF
Polynesia,2019-01-01,balance_import_export,-2417,PYF
Polynesia,2020-01-01,balance_import_export,-2050,PYF
Polynesia,2021-01-01,balance_import_export,-2322,PYF
Afghanistan,2010-01-01,imports,5154,AFG
Afghanistan,2015-01-01,imports,7723,AFG
Afghanistan,2019-01-01,imports,8568,AFG
Afghanistan,2020-01-01,imports,8266,AFG
Afghanistan,2021-01-01,imports,5493,AFG
Afghanistan,2010-01-01,exports,388,AFG
Afghanistan,2015-01-01,exports,571,AFG
Afghanistan,2019-01-01,exports,870,AFG
Afghanistan,2020-01-01,exports,783,AFG
Afghanistan,2021-01-01,exports,765,AFG
Afghanistan,2010-01-01,balance_import_export,-4766,AFG
Afghanistan,2015-01-01,balance_import_export,-7151,AFG
Afghanistan,2019-01-01,balance_import_export,-7698,AFG
Afghanistan,2020-01-01,balance_import_export,-7484,AFG
Afghanistan,2021-01-01,balance_import_export,-4728,AFG
Albania,1995-01-01,imports,713,ALB
Albania,2005-01-01,imports,2614,ALB
Albania,2010-01-01,imports,4603,ALB
Albania,2015-01-01,imports,4320,ALB
Albania,2019-01-01,imports,5908,ALB
Albania,2020-01-01,imports,5411,ALB
Albania,2021-01-01,imports,7200,ALB
Albania,1995-01-01,exports,202,ALB
Albania,2005-01-01,exports,658,ALB
Albania,2010-01-01,exports,1550,ALB
Albania,2015-01-01,exports,1930,ALB
Albania,2019-01-01,exports,2719,ALB
Albania,2020-01-01,exports,2416,ALB
Albania,2021-01-01,exports,3200,ALB
Albania,1995-01-01,balance_import_export,-511,ALB
Albania,2005-01-01,balance_import_export,-1956,ALB
Albania,2010-01-01,balance_import_export,-3053,ALB
Albania,2015-01-01,balance_import_export,-2391,ALB
Albania,2019-01-01,balance_import_export,-3189,ALB
Albania,2020-01-01,balance_import_export,-2995,ALB
Albania,2021-01-01,balance_import_export,-3999,ALB
Algeria,1995-01-01,imports,10782,DZA
Algeria,2005-01-01,imports,20357,DZA
Algeria,2010-01-01,imports,41000,DZA
Algeria,2015-01-01,imports,51803,DZA
Algeria,2019-01-01,imports,42628,DZA
Algeria,2020-01-01,imports,34160,DZA
Algeria,2021-01-01,imports,34921,DZA
Algeria,1995-01-01,exports,9357,DZA
Algeria,2005-01-01,exports,46002,DZA
Algeria,2010-01-01,exports,57051,DZA
Algeria,2015-01-01,exports,34796,DZA
Algeria,2019-01-01,exports,32187,DZA
Algeria,2020-01-01,exports,19308,DZA
Algeria,2021-01-01,exports,35721,DZA
Algeria,1995-01-01,balance_import_export,-1426,DZA
Algeria,2005-01-01,balance_import_export,25645,DZA
Algeria,2010-01-01,balance_import_export,16051,DZA
Algeria,2015-01-01,balance_import_export,-17007,DZA
Algeria,2019-01-01,balance_import_export,-10441,DZA
Algeria,2020-01-01,balance_import_export,-14852,DZA
Algeria,2021-01-01,balance_import_export,801,DZA
Andorra,1995-01-01,imports,1025,AND
Andorra,2005-01-01,imports,1796,AND
Andorra,2010-01-01,imports,1541,AND
Andorra,2015-01-01,imports,1294,AND
Andorra,2019-01-01,imports,1538,AND
Andorra,2020-01-01,imports,1499,AND
Andorra,2021-01-01,imports,1398,AND
Andorra,1995-01-01,exports,48,AND
Andorra,2005-01-01,exports,143,AND
Andorra,2010-01-01,exports,92,AND
Andorra,2015-01-01,exports,90,AND
Andorra,2019-01-01,exports,124,AND
Andorra,2020-01-01,exports,165,AND
Andorra,2021-01-01,exports,261,AND
Andorra,1995-01-01,balance_import_export,-978,AND
Andorra,2005-01-01,balance_import_export,-1653,AND
Andorra,2010-01-01,balance_import_export,-1448,AND
Andorra,2015-01-01,balance_import_export,-1204,AND
Andorra,2019-01-01,balance_import_export,-1414,AND
Andorra,2020-01-01,balance_import_export,-1334,AND
Andorra,2021-01-01,balance_import_export,-1137,AND
Angola,1995-01-01,imports,1466,AGO
Angola,2005-01-01,imports,8321,AGO
Angola,2010-01-01,imports,18143,AGO
Angola,2015-01-01,imports,21549,AGO
Angola,2019-01-01,imports,14160,AGO
Angola,2020-01-01,imports,9831,AGO
Angola,2021-01-01,imports,12929,AGO
Angola,1995-01-01,exports,3592,AGO
Angola,2005-01-01,exports,23835,AGO
Angola,2010-01-01,exports,52612,AGO
Angola,2015-01-01,exports,33925,AGO
Angola,2019-01-01,exports,34819,AGO
Angola,2020-01-01,exports,25127,AGO
Angola,2021-01-01,exports,22347,AGO
Angola,1995-01-01,balance_import_export,2126,AGO
Angola,2005-01-01,balance_import_export,15514,AGO
Angola,2010-01-01,balance_import_export,34469,AGO
Angola,2015-01-01,balance_import_export,12376,AGO
Angola,2019-01-01,balance_import_export,20659,AGO
Angola,2020-01-01,balance_import_export,15296,AGO
Angola,2021-01-01,balance_import_export,9418,AGO
Anguilla,1995-01-01,imports,53,AIA
Anguilla,2005-01-01,imports,133,AIA
Anguilla,2010-01-01,imports,149,AIA
Anguilla,2015-01-01,imports,204,AIA
Anguilla,2019-01-01,imports,653,AIA
Anguilla,2020-01-01,imports,602,AIA
Anguilla,2021-01-01,imports,708,AIA
Anguilla,1995-01-01,exports,1,AIA
Anguilla,2005-01-01,exports,7,AIA
Anguilla,2010-01-01,exports,12,AIA
Anguilla,2015-01-01,exports,11,AIA
Anguilla,2019-01-01,exports,56,AIA
Anguilla,2020-01-01,exports,43,AIA
Anguilla,2021-01-01,exports,35,AIA
Anguilla,1995-01-01,balance_import_export,-52,AIA
Anguilla,2005-01-01,balance_import_export,-126,AIA
Anguilla,2010-01-01,balance_import_export,-137,AIA
Anguilla,2015-01-01,balance_import_export,-193,AIA
Anguilla,2019-01-01,balance_import_export,-597,AIA
Anguilla,2020-01-01,balance_import_export,-559,AIA
Anguilla,2021-01-01,balance_import_export,-673,AIA
Antigua and Barbuda,1995-01-01,imports,344,ATG
Antigua and Barbuda,2005-01-01,imports,525,ATG
Antigua and Barbuda,2010-01-01,imports,501,ATG
Antigua and Barbuda,2015-01-01,imports,465,ATG
Antigua and Barbuda,2019-01-01,imports,568,ATG
Antigua and Barbuda,2020-01-01,imports,547,ATG
Antigua and Barbuda,2021-01-01,imports,714,ATG
Antigua and Barbuda,1995-01-01,exports,53,ATG
Antigua and Barbuda,2005-01-01,exports,121,ATG
Antigua and Barbuda,2010-01-01,exports,35,ATG
Antigua and Barbuda,2015-01-01,exports,26,ATG
Antigua and Barbuda,2019-01-01,exports,37,ATG
Antigua and Barbuda,2020-01-01,exports,9,ATG
Antigua and Barbuda,2021-01-01,exports,23,ATG
Antigua and Barbuda,1995-01-01,balance_import_export,-291,ATG
Antigua and Barbuda,2005-01-01,balance_import_export,-405,ATG
Antigua and Barbuda,2010-01-01,balance_import_export,-466,ATG
Antigua and Barbuda,2015-01-01,balance_import_export,-439,ATG
Antigua and Barbuda,2019-01-01,balance_import_export,-531,ATG
Antigua and Barbuda,2020-01-01,balance_import_export,-538,ATG
Antigua and Barbuda,2021-01-01,balance_import_export,-691,ATG
Argentina,1995-01-01,imports,20122,ARG
Argentina,2005-01-01,imports,28689,ARG
Argentina,2010-01-01,imports,56792,ARG
Argentina,2015-01-01,imports,60203,ARG
Argentina,2019-01-01,imports,49125,ARG
Argentina,2020-01-01,imports,42356,ARG
Argentina,2021-01-01,imports,63184,ARG
Argentina,1995-01-01,exports,20963,ARG
Argentina,2005-01-01,exports,40106,ARG
Argentina,2010-01-01,exports,68174,ARG
Argentina,2015-01-01,exports,56784,ARG
Argentina,2019-01-01,exports,65114,ARG
Argentina,2020-01-01,exports,54884,ARG
Argentina,2021-01-01,exports,77934,ARG
Argentina,1995-01-01,balance_import_export,841,ARG
Argentina,2005-01-01,balance_import_export,11418,ARG
Argentina,2010-01-01,balance_import_export,11382,ARG
Argentina,2015-01-01,balance_import_export,-3419,ARG
Argentina,2019-01-01,balance_import_export,15989,ARG
Argentina,2020-01-01,balance_import_export,12528,ARG
Argentina,2021-01-01,balance_import_export,14751,ARG
Armenia,1995-01-01,imports,674,ARM
Armenia,2005-01-01,imports,1692,ARM
Armenia,2010-01-01,imports,3782,ARM
Armenia,2015-01-01,imports,3257,ARM
Armenia,2019-01-01,imports,5072,ARM
Armenia,2020-01-01,imports,4565,ARM
Armenia,2021-01-01,imports,5319,ARM
Armenia,1995-01-01,exports,271,ARM
Armenia,2005-01-01,exports,937,ARM
Armenia,2010-01-01,exports,1011,ARM
Armenia,2015-01-01,exports,1483,ARM
Armenia,2019-01-01,exports,2620,ARM
Armenia,2020-01-01,exports,2513,ARM
Armenia,2021-01-01,exports,2971,ARM
Armenia,1995-01-01,balance_import_export,-403,ARM
Armenia,2005-01-01,balance_import_export,-755,ARM
Armenia,2010-01-01,balance_import_export,-2770,ARM
Armenia,2015-01-01,balance_import_export,-1774,ARM
Armenia,2019-01-01,balance_import_export,-2452,ARM
Armenia,2020-01-01,balance_import_export,-2053,ARM
Armenia,2021-01-01,balance_import_export,-2348,ARM
Aruba,1995-01-01,imports,566,ABW
Aruba,2005-01-01,imports,1030,ABW
Aruba,2010-01-01,imports,1071,ABW
Aruba,2015-01-01,imports,1165,ABW
Aruba,2019-01-01,imports,1314,ABW
Aruba,2020-01-01,imports,939,ABW
Aruba,2021-01-01,imports,1170,ABW
Aruba,1995-01-01,exports,15,ABW
Aruba,2005-01-01,exports,106,ABW
Aruba,2010-01-01,exports,125,ABW
Aruba,2015-01-01,exports,80,ABW
Aruba,2019-01-01,exports,79,ABW
Aruba,2020-01-01,exports,66,ABW
Aruba,2021-01-01,exports,88,ABW
Aruba,1995-01-01,balance_import_export,-551,ABW
Aruba,2005-01-01,balance_import_export,-924,ABW
Aruba,2010-01-01,balance_import_export,-947,ABW
Aruba,2015-01-01,balance_import_export,-1085,ABW
Aruba,2019-01-01,balance_import_export,-1235,ABW
Aruba,2020-01-01,balance_import_export,-873,ABW
Aruba,2021-01-01,balance_import_export,-1081,ABW
Australia,1995-01-01,imports,57381,AUS
Australia,2005-01-01,imports,125221,AUS
Australia,2010-01-01,imports,201703,AUS
Australia,2015-01-01,imports,200114,AUS
Australia,2019-01-01,imports,221481,AUS
Australia,2020-01-01,imports,211973,AUS
Australia,2021-01-01,imports,261586,AUS
Australia,1995-01-01,exports,52628,AUS
Australia,2005-01-01,exports,106011,AUS
Australia,2010-01-01,exports,212109,AUS
Australia,2015-01-01,exports,187792,AUS
Australia,2019-01-01,exports,266377,AUS
Australia,2020-01-01,exports,245046,AUS
Australia,2021-01-01,exports,342036,AUS
Australia,1995-01-01,balance_import_export,-4752,AUS
Australia,2005-01-01,balance_import_export,-19210,AUS
Australia,2010-01-01,balance_import_export,10405,AUS
Australia,2015-01-01,balance_import_export,-12322,AUS
Australia,2019-01-01,balance_import_export,44896,AUS
Australia,2020-01-01,balance_import_export,33073,AUS
Australia,2021-01-01,balance_import_export,80450,AUS
Austria,1995-01-01,imports,66331,AUT
Austria,2005-01-01,imports,119950,AUT
Austria,2010-01-01,imports,150593,AUT
Austria,2015-01-01,imports,147928,AUT
Austria,2019-01-01,imports,176596,AUT
Austria,2020-01-01,imports,164636,AUT
Austria,2021-01-01,imports,218972,AUT
Austria,1995-01-01,exports,53460,AUT
Austria,2005-01-01,exports,117722,AUT
Austria,2010-01-01,exports,144882,AUT
Austria,2015-01-01,exports,145276,AUT
Austria,2019-01-01,exports,171532,AUT
Austria,2020-01-01,exports,162145,AUT
Austria,2021-01-01,exports,201647,AUT
Austria,1995-01-01,balance_import_export,-12871,AUT
Austria,2005-01-01,balance_import_export,-2228,AUT
Austria,2010-01-01,balance_import_export,-5711,AUT
Austria,2015-01-01,balance_import_export,-2652,AUT
Austria,2019-01-01,balance_import_export,-5064,AUT
Austria,2020-01-01,balance_import_export,-2490,AUT
Austria,2021-01-01,balance_import_export,-17325,AUT
Azerbaijan,1995-01-01,imports,666,AZE
Azerbaijan,2005-01-01,imports,4211,AZE
Azerbaijan,2010-01-01,imports,6597,AZE
Azerbaijan,2015-01-01,imports,9214,AZE
Azerbaijan,2019-01-01,imports,13650,AZE
Azerbaijan,2020-01-01,imports,10731,AZE
Azerbaijan,2021-01-01,imports,11698,AZE
Azerbaijan,1995-01-01,exports,637,AZE
Azerbaijan,2005-01-01,exports,4347,AZE
Azerbaijan,2010-01-01,exports,21278,AZE
Azerbaijan,2015-01-01,exports,12646,AZE
Azerbaijan,2019-01-01,exports,19635,AZE
Azerbaijan,2020-01-01,exports,13733,AZE
Azerbaijan,2021-01-01,exports,22207,AZE
Azerbaijan,1995-01-01,balance_import_export,-30,AZE
Azerbaijan,2005-01-01,balance_import_export,136,AZE
Azerbaijan,2010-01-01,balance_import_export,14682,AZE
Azerbaijan,2015-01-01,balance_import_export,3432,AZE
Azerbaijan,2019-01-01,balance_import_export,5986,AZE
Azerbaijan,2020-01-01,balance_import_export,3002,AZE
Azerbaijan,2021-01-01,balance_import_export,10508,AZE
Bahamas,1995-01-01,imports,1243,BHS
Bahamas,2005-01-01,imports,2567,BHS
Bahamas,2010-01-01,imports,2862,BHS
Bahamas,2015-01-01,imports,3161,BHS
Bahamas,2019-01-01,imports,3781,BHS
Bahamas,2020-01-01,imports,3797,BHS
Bahamas,2021-01-01,imports,3797,BHS
Bahamas,1995-01-01,exports,176,BHS
Bahamas,2005-01-01,exports,271,BHS
Bahamas,2010-01-01,exports,620,BHS
Bahamas,2015-01-01,exports,443,BHS
Bahamas,2019-01-01,exports,190,BHS
Bahamas,2020-01-01,exports,342,BHS
Bahamas,2021-01-01,exports,1067,BHS
Bahamas,1995-01-01,balance_import_export,-1067,BHS
Bahamas,2005-01-01,balance_import_export,-2296,BHS
Bahamas,2010-01-01,balance_import_export,-2242,BHS
Bahamas,2015-01-01,balance_import_export,-2719,BHS
Bahamas,2019-01-01,balance_import_export,-3591,BHS
Bahamas,2020-01-01,balance_import_export,-3455,BHS
Bahamas,2021-01-01,balance_import_export,-2729,BHS
Bahrain,1995-01-01,imports,3679,BHR
Bahrain,2005-01-01,imports,9339,BHR
Bahrain,2010-01-01,imports,16002,BHR
Bahrain,2015-01-01,imports,16390,BHR
Bahrain,2019-01-01,imports,18588,BHR
Bahrain,2020-01-01,imports,14849,BHR
Bahrain,2021-01-01,imports,14268,BHR
Bahrain,1995-01-01,exports,3475,BHR
Bahrain,2005-01-01,exports,10239,BHR
Bahrain,2010-01-01,exports,16059,BHR
Bahrain,2015-01-01,exports,13882,BHR
Bahrain,2019-01-01,exports,14167,BHR
Bahrain,2020-01-01,exports,10444,BHR
Bahrain,2021-01-01,exports,16734,BHR
Bahrain,1995-01-01,balance_import_export,-204,BHR
Bahrain,2005-01-01,balance_import_export,899,BHR
Bahrain,2010-01-01,balance_import_export,58,BHR
Bahrain,2015-01-01,balance_import_export,-2508,BHR
Bahrain,2019-01-01,balance_import_export,-4421,BHR
Bahrain,2020-01-01,balance_import_export,-4405,BHR
Bahrain,2021-01-01,balance_import_export,2466,BHR
Bangladesh,1995-01-01,imports,5438,BGD
Bangladesh,2005-01-01,imports,12631,BGD
Bangladesh,2010-01-01,imports,30504,BGD
Bangladesh,2015-01-01,imports,48059,BGD
Bangladesh,2019-01-01,imports,55095,BGD
Bangladesh,2020-01-01,imports,45858,BGD
Bangladesh,2021-01-01,imports,67283,BGD
Bangladesh,1995-01-01,exports,3407,BGD
Bangladesh,2005-01-01,exports,9332,BGD
Bangladesh,2010-01-01,exports,19231,BGD
Bangladesh,2015-01-01,exports,31734,BGD
Bangladesh,2019-01-01,exports,35919,BGD
Bangladesh,2020-01-01,exports,30746,BGD
Bangladesh,2021-01-01,exports,39249,BGD
Bangladesh,1995-01-01,balance_import_export,-2031,BGD
Bangladesh,2005-01-01,balance_import_export,-3299,BGD
Bangladesh,2010-01-01,balance_import_export,-11273,BGD
Bangladesh,2015-01-01,balance_import_export,-16325,BGD
Bangladesh,2019-01-01,balance_import_export,-19176,BGD
Bangladesh,2020-01-01,balance_import_export,-15111,BGD
Bangladesh,2021-01-01,balance_import_export,-28034,BGD
Barbados,1995-01-01,imports,766,BRB
Barbados,2005-01-01,imports,1672,BRB
Barbados,2010-01-01,imports,1196,BRB
Barbados,2015-01-01,imports,1618,BRB
Barbados,2019-01-01,imports,1581,BRB
Barbados,2020-01-01,imports,1501,BRB
Barbados,2021-01-01,imports,1673,BRB
Barbados,1995-01-01,exports,238,BRB
Barbados,2005-01-01,exports,361,BRB
Barbados,2010-01-01,exports,314,BRB
Barbados,2015-01-01,exports,483,BRB
Barbados,2019-01-01,exports,444,BRB
Barbados,2020-01-01,exports,345,BRB
Barbados,2021-01-01,exports,350,BRB
Barbados,1995-01-01,balance_import_export,-528,BRB
Barbados,2005-01-01,balance_import_export,-1311,BRB
Barbados,2010-01-01,balance_import_export,-883,BRB
Barbados,2015-01-01,balance_import_export,-1135,BRB
Barbados,2019-01-01,balance_import_export,-1137,BRB
Barbados,2020-01-01,balance_import_export,-1156,BRB
Barbados,2021-01-01,balance_import_export,-1323,BRB
Belarus,1995-01-01,imports,5382,BLR
Belarus,2005-01-01,imports,16699,BLR
Belarus,2010-01-01,imports,34884,BLR
Belarus,2015-01-01,imports,30291,BLR
Belarus,2019-01-01,imports,39477,BLR
Belarus,2020-01-01,imports,32767,BLR
Belarus,2021-01-01,imports,41811,BLR
Belarus,1995-01-01,exports,4623,BLR
Belarus,2005-01-01,exports,15977,BLR
Belarus,2010-01-01,exports,25283,BLR
Belarus,2015-01-01,exports,26660,BLR
Belarus,2019-01-01,exports,32955,BLR
Belarus,2020-01-01,exports,29179,BLR
Belarus,2021-01-01,exports,39889,BLR
Belarus,1995-01-01,balance_import_export,-759,BLR
Belarus,2005-01-01,balance_import_export,-722,BLR
Belarus,2010-01-01,balance_import_export,-9601,BLR
Belarus,2015-01-01,balance_import_export,-3631,BLR
Belarus,2019-01-01,balance_import_export,-6522,BLR
Belarus,2020-01-01,balance_import_export,-3588,BLR
Belarus,2021-01-01,balance_import_export,-1922,BLR
